//TPQN: 480
//HmmVersion: 170101
//DuplicateOnsets: 40320	G#3	2	P1-15-37	P1-15-28	
//DuplicateOnsets: 40800	B3	2	P1-15-40	P1-15-29	
//DuplicateOnsets: 41040	C##4	2	P1-15-41	P1-15-30	
//DuplicateOnsets: 41520	F##4	2	P1-15-44	P1-15-31	
//DuplicateOnsets: 54000	D#4	2	P1-20-33	P1-20-15	
//DuplicateOnsets: 54720	E4	2	P1-20-34	P1-20-21	
//DuplicateOnsets: 55440	E#4	2	P1-20-35	P1-20-27	
//DuplicateOnsets: 55440	B5	2	P1-20-8	P1-20-6	
//DuplicateOnsets: 56160	F#4	2	P1-21-34	P1-21-10	
//DuplicateOnsets: 56880	F##4	2	P1-21-35	P1-21-16	
//DuplicateOnsets: 57600	G#4	2	P1-21-36	P1-21-22	
//DuplicateOnsets: 58320	B3	2	P1-21-37	P1-21-28	
//DuplicateOnsets: 58320	F#5	2	P1-21-7	P1-21-5	
//DuplicateOnsets: 59040	C#4	2	P1-22-34	P1-22-10	
//DuplicateOnsets: 59760	C##4	2	P1-22-35	P1-22-16	
//DuplicateOnsets: 60480	D#4	2	P1-22-36	P1-22-22	
//DuplicateOnsets: 61200	G#3	2	P1-22-37	P1-22-28	
//DuplicateOnsets: 61200	E5	2	P1-22-7	P1-22-5	
//DuplicateOnsets: 61920	A3	2	P1-23-32	P1-23-8	
//DuplicateOnsets: 62640	A#3	2	P1-23-33	P1-23-14	
//DuplicateOnsets: 63360	B3	2	P1-23-34	P1-23-20	
//DuplicateOnsets: 64080	C#4	2	P1-23-36	P1-23-26	
//DuplicateOnsets: 64440	C##4	2	P1-23-37	P1-23-29	
//DuplicateOnsets: 64800	D#4	2	P1-24-43	P1-24-33	
//DuplicateOnsets: 65520	D#4	2	P1-24-44	P1-24-35	
//DuplicateOnsets: 66240	C#4	2	P1-24-45	P1-24-37	
//DuplicateOnsets: 66960	B3	2	P1-24-46	P1-24-40	
//DuplicateOnsets: 67680	A#3	2	P1-25-43	P1-25-31	
//DuplicateOnsets: 68400	D#4	2	P1-25-44	P1-25-34	
//DuplicateOnsets: 69120	C#4	2	P1-25-45	P1-25-36	
//DuplicateOnsets: 69840	B3	2	P1-25-46	P1-25-39	
//DuplicateOnsets: 70560	A#3	2	P1-26-44	P1-26-31	
//DuplicateOnsets: 71280	E4	2	P1-26-45	P1-26-34	
//DuplicateOnsets: 72000	D#4	2	P1-26-46	P1-26-36	
//DuplicateOnsets: 72720	C#4	2	P1-26-47	P1-26-39	
//DuplicateOnsets: 73440	B3	2	P1-27-45	P1-27-31	
//DuplicateOnsets: 74160	E4	2	P1-27-46	P1-27-35	
//DuplicateOnsets: 74880	D#4	2	P1-27-47	P1-27-37	
//DuplicateOnsets: 75600	C#4	2	P1-27-48	P1-27-40	
//DuplicateOnsets: 76320	B3	2	P1-28-48	P1-28-33	
//DuplicateOnsets: 77040	F#4	2	P1-28-49	P1-28-37	
//DuplicateOnsets: 77760	E4	2	P1-28-50	P1-28-40	
//DuplicateOnsets: 78480	D#4	2	P1-28-51	P1-28-43	
//DuplicateOnsets: 79200	C#4	2	P1-29-52	P1-29-37	
//DuplicateOnsets: 79920	F#4	2	P1-29-53	P1-29-41	
//DuplicateOnsets: 80640	E4	2	P1-29-54	P1-29-44	
//DuplicateOnsets: 81360	D#4	2	P1-29-55	P1-29-47	
//DuplicateOnsets: 82080	C#4	2	P1-30-54	P1-30-40	
//DuplicateOnsets: 82800	B3	2	P1-30-55	P1-30-44	
//DuplicateOnsets: 83520	B3	2	P1-30-56	P1-30-48	
//DuplicateOnsets: 86400	A4	2	P1-31-35	P1-31-32	
//DuplicateOnsets: 86880	G#4	2	P1-31-37	P1-31-33	
//DuplicateOnsets: 87360	F##4	2	P1-31-39	P1-31-34	
//DuplicateOnsets: 89280	A4	2	P1-32-32	P1-32-29	
//DuplicateOnsets: 89760	G#4	2	P1-32-34	P1-32-30	
//DuplicateOnsets: 90240	F##4	2	P1-32-36	P1-32-31	
//DuplicateOnsets: 114480	D#3	2	P1-41-34	P1-41-11	
//DuplicateOnsets: 115200	E3	2	P1-41-35	P1-41-17	
//DuplicateOnsets: 115920	E#3	2	P1-41-36	P1-41-23	
//DuplicateOnsets: 116640	F#3	2	P1-42-40	P1-42-16	
//DuplicateOnsets: 117360	F##3	2	P1-42-41	P1-42-22	
//DuplicateOnsets: 118080	G#3	2	P1-42-42	P1-42-28	
//DuplicateOnsets: 118800	A3	2	P1-42-43	P1-42-34	
0	0	1	CH	1	1	0	0	0	1	G#5	0	P1-1-1	
120	120	1	CH	1	1	0	0	0	1	D#5	0	P1-1-2	
240	240	1	CH	1	1	0	0	0	1	G#4	0	P1-1-3	
360	360	1	CH	1	1	0	0	0	1	D#5	0	P1-1-4	
480	480	1	CH	1	1	0	0	0	1	G#5	0	P1-1-5	
600	600	1	CH	1	1	0	0	0	1	D#5	0	P1-1-6	
720	720	1	CH	1	1	0	0	0	1	G#5	0	P1-1-7	
840	840	1	CH	1	1	0	0	0	1	D#5	0	P1-1-8	
960	960	1	CH	1	1	0	0	0	1	G#4	0	P1-1-9	
1080	1080	1	CH	1	1	0	0	0	1	D#5	0	P1-1-10	
1200	1200	1	CH	1	1	0	0	0	1	G#5	0	P1-1-11	
1320	1320	1	CH	1	1	0	0	0	1	D#5	0	P1-1-12	
1440	1440	1	CH	1	1	0	0	0	1	G#5	0	P1-1-13	
1560	1560	1	CH	1	1	0	0	0	1	D#5	0	P1-1-14	
1680	1680	1	CH	1	1	0	0	0	1	G#4	0	P1-1-15	
1800	1800	1	CH	1	1	0	0	0	1	D#5	0	P1-1-16	
1920	1920	1	CH	1	1	0	0	0	1	G#5	0	P1-1-17	
2040	2040	1	CH	1	1	0	0	0	1	D#5	0	P1-1-18	
2160	2160	1	CH	1	1	0	0	0	1	G#5	0	P1-1-19	
2280	2280	1	CH	1	1	0	0	0	1	D#5	0	P1-1-20	
2400	2400	1	CH	1	1	0	0	0	1	G#4	0	P1-1-21	
2520	2520	1	CH	1	1	0	0	0	1	D#5	0	P1-1-22	
2640	2640	1	CH	1	1	0	0	0	1	G#5	0	P1-1-23	
2760	2760	1	CH	1	1	0	0	0	1	D#5	0	P1-1-24	
2880	2880	1	CH	1	1	0	0	0	1	G#5	0	P1-2-1	
3000	3000	1	CH	1	1	0	0	0	1	D#5	0	P1-2-2	
3120	3120	1	CH	1	1	0	0	0	1	G#4	0	P1-2-3	
3240	3240	1	CH	1	1	0	0	0	1	D#5	0	P1-2-4	
3360	3360	1	CH	1	1	0	0	0	1	G#5	0	P1-2-5	
3480	3480	1	CH	1	1	0	0	0	1	D#5	0	P1-2-6	
3600	3600	1	CH	1	1	0	0	0	1	G#5	0	P1-2-7	
3720	3720	1	CH	1	1	0	0	0	1	D#5	0	P1-2-8	
3840	3840	1	CH	1	1	0	0	0	1	G#4	0	P1-2-9	
3960	3960	1	CH	1	1	0	0	0	1	D#5	0	P1-2-10	
4080	4080	1	CH	1	1	0	0	0	1	G#5	0	P1-2-11	
4200	4200	1	CH	1	1	0	0	0	1	D#5	0	P1-2-12	
4320	4320	1	CH	1	1	0	0	0	1	G#5	0	P1-2-13	
4440	4440	1	CH	1	1	0	0	0	1	D#5	0	P1-2-14	
4560	4560	1	CH	1	1	0	0	0	1	G#4	0	P1-2-15	
4680	4680	1	CH	1	1	0	0	0	1	D#5	0	P1-2-16	
4800	4800	1	CH	1	1	0	0	0	1	G#5	0	P1-2-17	
4920	4920	1	CH	1	1	0	0	0	1	D#5	0	P1-2-18	
5040	5040	1	CH	1	1	0	0	0	1	G#5	0	P1-2-19	
5160	5160	1	CH	1	1	0	0	0	1	D#5	0	P1-2-20	
5280	5280	1	CH	1	1	0	0	0	1	G#4	0	P1-2-21	
5400	5400	1	CH	1	1	0	0	0	1	D#5	0	P1-2-22	
5520	5520	1	CH	1	2	1	0	0	2	G#5	E4	0	1	P1-2-23	P1-2-29	
5640	5640	1	CH	1	1	0	0	0	1	D#5	0	P1-2-24	
5760	5760	1	CH	1	2	1	0	0	2	G#5	D#4	0	1	P1-3-1	P1-3-25	
5880	5880	1	CH	1	1	0	0	0	1	D#5	0	P1-3-2	
6000	6000	1	CH	1	1	0	0	0	1	G#4	0	P1-3-3	
6120	6120	1	CH	1	1	0	0	0	1	D#5	0	P1-3-4	
6240	6240	1	CH	1	1	0	0	0	1	G#5	0	P1-3-5	
6360	6360	1	CH	1	1	0	0	0	1	D#5	0	P1-3-6	
6480	6480	1	CH	1	1	0	0	0	1	G#5	0	P1-3-7	
6600	6600	1	CH	1	1	0	0	0	1	D#5	0	P1-3-8	
6720	6720	1	CH	1	1	0	0	0	1	G#4	0	P1-3-9	
6840	6840	1	CH	1	1	0	0	0	1	D#5	0	P1-3-10	
6960	6960	1	CH	1	1	0	0	0	1	G#5	0	P1-3-11	
7080	7080	1	CH	1	1	0	0	0	1	D#5	0	P1-3-12	
7200	7200	1	CH	1	1	0	0	0	1	G#5	0	P1-3-13	
