//Version: PianoRoll_v170101
0	1.066406	1.438802	A5	64	80	0
1	1.092448	1.378906	A4	43	80	0
2	2.019531	2.959635	Bb5	77	80	0
3	2.037760	2.449219	Bb4	47	80	0
4	2.045573	2.319010	C3	39	80	0
5	2.593750	2.713542	E4	41	80	0
6	2.625000	2.721354	Bb3	42	80	0
7	2.626302	2.729167	C4	38	80	0
8	2.895833	3.429688	E6	76	80	0
9	2.903646	3.002604	E4	50	80	0
10	2.904948	2.993490	Bb3	53	80	0
11	2.904948	2.994792	C4	55	80	0
12	2.911458	3.229167	E5	64	80	0
13	3.194010	3.270833	Bb3	42	80	0
14	3.194010	3.369792	E4	38	80	0
15	3.195312	3.399740	C4	38	80	0
16	3.447917	3.789062	G6	81	80	0
17	3.447917	3.535156	Bb3	49	80	0
18	3.455729	3.759115	G5	61	80	0
19	3.704427	3.783854	Bb3	43	80	0
20	3.704427	3.786458	E4	51	80	0
21	3.712240	3.819010	C4	38	80	0
22	4.032552	4.128906	Bb3	56	80	0
23	4.044271	4.059896	C4	42	80	0
24	4.050781	4.165365	C3	52	80	0
25	4.054688	4.459635	G6	72	80	0
26	4.063802	4.519531	G5	62	80	0
27	4.108073	4.119792	E5	49	80	0
28	4.423177	4.523438	E4	41	80	0
29	4.424479	4.514323	Bb3	48	80	0
30	4.425781	4.520833	C4	45	80	0
31	4.692708	4.785156	Bb3	50	80	0
32	4.696615	4.794271	E4	48	80	0
33	4.703125	4.791667	C4	44	80	0
34	4.954427	5.033854	Bb3	57	80	0
35	4.962240	5.035156	E4	44	80	0
36	4.963542	5.079427	C4	51	80	0
37	5.214844	5.709635	G#5	76	80	0
38	5.223958	5.303385	Bb3	54	80	0
39	5.223958	5.229167	E4	47	80	0
40	5.231771	5.537760	G#4	65	80	0
41	5.233073	5.317708	C4	45	80	0
42	5.470052	5.535156	Bb3	51	80	0
43	5.473958	5.537760	C4	46	80	0
44	5.476562	5.609375	E4	39	80	0
45	5.736979	6.279948	A5	90	80	0
46	5.764323	6.049479	A4	65	80	0
47	5.764323	6.069010	F3	51	80	0
48	5.979167	6.083333	F4	34	80	0
49	5.979167	6.074219	A3	49	80	0
50	5.981771	6.089844	C4	44	80	0
51	6.217448	6.303385	F4	53	80	0
52	6.222656	6.549479	C6	81	80	0
53	6.222656	6.300781	A3	62	80	0
54	6.225260	6.313802	C4	57	80	0
55	6.226562	6.459635	C5	74	80	0
56	6.444010	6.523438	F4	57	80	0
57	6.445312	6.520833	A3	46	80	0
58	6.446615	6.526042	C4	47	80	0
59	6.692708	7.259115	F6	78	80	0
60	6.694010	6.777344	F4	52	80	0
61	6.699219	7.259115	F5	72	80	0
62	6.707031	6.782552	C4	45	80	0
63	6.710938	6.781250	A3	45	80	0
64	6.933594	6.992188	F4	61	80	0
65	6.936198	6.993490	C4	51	80	0
66	6.937500	6.997396	A3	47	80	0
67	7.259115	7.334635	A2	50	80	0
68	7.266927	8.289062	F6	75	80	0
69	7.273438	8.509115	F5	60	80	0
70	7.602865	7.919271	F4	56	80	0
71	7.608073	7.704427	C4	45	80	0
72	7.615885	7.714844	A3	42	80	0
73	7.848958	7.953125	A3	59	80	0
74	7.851562	7.949219	C4	59	80	0
75	7.854167	7.859375	F#4	53	80	0
76	7.856771	7.869792	Eb4	46	80	0
77	8.084635	8.197917	C4	55	80	0
78	8.091146	8.209635	F4	53	80	0
79	8.092448	8.098958	Eb4	49	80	0
80	8.092448	8.208333	A3	57	80	0
81	8.391927	8.523438	C4	53	80	0
82	8.423177	8.639323	A3	56	80	0
83	8.425781	8.929688	F#5	67	80	0
84	8.432292	8.523438	Eb4	53	80	0
85	8.433594	8.739583	F#4	59	80	0
86	8.665365	8.789062	Eb4	56	80	0
87	8.667969	8.789062	C4	48	80	0
88	8.957031	9.069010	Bb2	57	80	0
89	8.972656	9.369792	G5	73	80	0
90	9.003906	9.319010	G4	60	80	0
91	9.233073	9.334635	G3	52	80	0
92	9.235677	9.335938	Bb3	49	80	0
93	9.236979	9.322917	D4	53	80	0
94	9.463542	9.919271	Bb5	85	80	0
95	9.466146	9.563802	G3	60	80	0
96	9.473958	9.799479	Bb4	70	80	0
97	9.473958	9.563802	D4	59	80	0
98	9.677083	9.779948	G3	52	80	0
99	9.682292	9.787760	Bb3	53	80	0
100	9.691406	9.781250	D4	58	80	0
101	9.933594	10.045573	D4	57	80	0
102	9.940104	10.250000	D6	79	80	0
103	9.951823	10.053385	Bb3	50	80	0
104	9.954427	10.062500	G3	48	80	0
105	9.963542	10.259115	D5	63	80	0
106	10.194010	10.255208	D4	54	80	0
107	10.195312	10.257812	Bb3	49	80	0
108	10.195312	10.319010	G3	44	80	0
109	10.513021	10.869792	D6	78	80	0
110	10.527344	10.539062	Bb3	54	80	0
111	10.532552	11.009115	C3	52	80	0
112	10.533854	10.686198	G3	49	80	0
113	10.536458	10.859375	D5	59	80	0
114	10.813802	10.916667	G3	50	80	0
115	10.816406	10.916667	C4	44	80	0
116	10.829427	10.916667	Bb3	48	80	0
117	11.061198	11.154948	C4	49	80	0
118	11.065104	11.149740	Bb3	55	80	0
119	11.069010	11.153646	G3	54	80	0
120	11.328125	11.539062	G3	48	80	0
121	11.332031	11.462240	C4	51	80	0
122	11.332031	11.509115	Bb3	54	80	0
123	11.645833	12.389323	E5	72	80	0
124	11.654948	11.743490	Bb3	56	80	0
125	11.664062	12.039062	E4	54	80	0
126	11.665365	11.752604	G3	52	80	0
127	11.667969	11.744792	C4	48	80	0
128	11.884115	12.089844	G3	45	80	0
129	11.893229	12.098958	Bb3	53	80	0
130	11.904948	12.079427	C4	51	80	0
131	12.180990	12.279948	C3	43	80	0
132	12.192708	12.829427	F5	62	80	0
133	12.192708	12.199219	A2	41	80	0
134	12.194010	12.429688	F4	56	80	0
135	12.203125	12.919271	F3	43	80	0
136	12.434896	12.522135	A3	47	80	0
137	12.436198	12.569010	C4	41	80	0
138	12.441406	12.559896	F4	38	80	0
139	12.677083	12.809896	C4	58	80	0
140	12.682292	12.786458	A3	58	80	0
141	12.694010	13.199219	A5	75	80	0
142	12.716146	12.959635	A4	61	80	0
143	12.924479	13.000000	C4	55	80	0
144	12.928385	13.218750	F3	47	80	0
145	12.941406	13.069010	A3	47	80	0
146	13.182292	13.294271	C4	52	80	0
147	13.186198	13.769531	C6	79	80	0
148	13.188802	13.199219	A2	51	80	0
149	13.192708	13.287760	A3	53	80	0
150	13.203125	13.489583	C5	64	80	0
151	13.225260	13.500000	F3	39	80	0
152	13.437500	13.520833	A3	56	80	0
153	13.444010	13.524740	C4	50	80	0
154	13.753906	14.059896	F3	46	80	0
155	13.763021	13.889323	A3	48	80	0
156	13.774740	14.039062	F4	46	80	0
157	13.781250	13.929688	C4	41	80	0
158	13.782552	14.489583	C6	67	80	0
159	13.792969	14.468750	C5	54	80	0
160	14.044271	14.179688	F4	38	80	0
161	14.063802	14.158854	C4	39	80	0
