//Version: PianoRoll_v170101
0	0.191406	0.274740	G4	79	80	0
1	0.195312	0.274740	E4	73	80	0
2	0.197917	0.272135	G3	70	80	0
3	0.200521	0.264323	E2	64	80	0
4	0.200521	0.263021	E3	72	80	0
5	0.770833	1.389323	G4	74	80	0
6	0.774740	1.119792	E4	71	80	0
7	0.782552	1.119792	G3	66	80	0
8	0.785156	0.959635	E2	60	80	0
9	0.786458	0.878906	E3	66	80	0
10	0.791667	1.119792	B3	62	80	0
11	1.346354	1.509115	F#4	69	80	0
12	1.477865	1.682292	E4	80	80	0
13	1.493490	1.699219	G3	62	80	0
14	1.493490	1.729167	E3	65	80	0
15	1.494792	1.755208	E2	57	80	0
16	1.932292	2.109375	A4	76	80	0
17	1.934896	1.994792	A3	69	80	0
18	1.937500	2.119792	F#4	76	80	0
19	1.955729	2.002604	D2	53	80	0
20	1.955729	2.005208	D3	51	80	0
21	1.959635	1.968750	D4	51	80	0
22	2.634115	2.835938	A4	50	80	0
23	2.644531	3.079427	D4	35	80	0
24	2.644531	2.889323	F#4	37	80	0
25	3.055990	3.609375	A4	42	80	0
26	3.084635	3.098958	F#5	33	80	0
27	3.084635	3.098958	D5	35	80	0
28	3.085938	3.419271	D4	27	80	0
29	3.085938	3.438802	F#4	25	80	0
30	3.089844	3.519531	C4	27	80	0
31	3.602865	3.789062	G4	44	80	0
32	3.605469	3.799479	D4	35	80	0
33	3.611979	3.682292	B3	36	80	0
34	3.774740	4.299479	A4	40	80	0
35	3.783854	4.089844	C4	37	80	0
36	3.783854	4.199219	F#4	35	80	0
37	3.794271	4.049479	A3	35	80	0
38	4.223958	4.559896	G4	35	80	0
39	4.233073	4.412760	B3	35	80	0
40	4.234375	4.411458	G3	35	80	0
41	4.923177	5.019531	B4	74	80	0
42	4.936198	5.079427	G4	64	80	0
43	4.941406	4.996094	B3	61	80	0
44	4.942708	5.149740	D4	56	80	0
45	4.945312	5.002604	G2	50	80	0
46	4.945312	4.996094	G3	53	80	0
47	5.391927	5.938802	B4	78	80	0
48	5.403646	5.809896	B3	67	80	0
49	5.403646	5.899740	D4	69	80	0
50	5.403646	5.789062	G4	66	80	0
51	5.404948	5.919271	G2	61	80	0
52	5.950521	6.113281	A4	66	80	0
53	6.066406	6.218750	G4	76	80	0
54	6.074219	6.199219	B3	64	80	0
55	6.089844	6.147135	G2	54	80	0
56	6.095052	6.209635	G1	52	80	0
57	6.511719	6.899740	C#5	78	80	0
58	6.522135	6.809896	Bb4	71	80	0
59	6.524740	6.759115	C#4	66	80	0
60	6.529948	6.729167	F#2	53	80	0
61	6.535156	6.709635	F#1	50	80	0
62	7.201823	7.430990	C#5	48	80	0
63	7.221354	7.414062	Bb4	37	80	0
64	7.223958	7.609375	F#4	32	80	0
65	7.623698	8.259115	C#5	54	80	0
66	7.647135	8.169271	Bb4	42	80	0
67	7.653646	8.158854	F#4	32	80	0
68	7.656250	8.128906	E4	31	80	0
69	8.153646	8.273438	B4	51	80	0
70	8.153646	8.285156	D4	35	80	0
71	8.164062	8.339844	F#4	33	80	0
72	8.337240	8.746094	Bb4	45	80	0
73	8.343750	8.829427	E4	37	80	0
74	8.343750	8.746094	C#4	39	80	0
75	8.785156	9.098958	D5	43	80	0
76	8.787760	9.329427	B4	35	80	0
77	8.802083	9.279948	D4	29	80	0
78	8.803385	9.169271	B3	28	80	0
79	9.524740	9.628906	B3	35	80	0
80	9.527344	10.718750	D5	62	80	0
81	10.002604	11.489583	D4	23	80	0
82	10.007812	12.158854	G4	20	80	0
83	10.014323	11.329427	B3	23	80	0
84	10.375000	11.259115	G5	56	80	0
85	10.787760	11.438802	E5	60	80	0
86	10.825521	12.128906	E4	25	80	0
87	11.235677	11.919271	D5	57	80	0
88	11.282552	12.468750	A3	26	80	0
89	11.657552	11.850260	C5	54	80	0
90	12.032552	13.019531	C5	58	80	0
91	12.035156	12.669271	Eb4	38	80	0
92	12.041667	12.959635	F#4	41	80	0
93	12.450521	13.628906	D4	40	80	0
94	12.791667	13.319010	A5	67	80	0
95	13.217448	14.089844	C5	60	80	0
96	13.225260	13.649740	F#4	49	80	0
97	13.627604	14.889323	G4	52	80	0
98	14.011719	14.191406	B4	60	80	0
99	14.433594	16.419271	B4	57	80	0
100	14.451823	15.000000	G3	36	80	0
101	14.873698	15.679688	E3	45	80	0
102	15.266927	15.430990	G4	52	80	0
103	15.678385	17.348958	G4	40	80	0
104	15.692708	16.200521	E4	37	80	0
105	16.126302	16.899740	C4	38	80	0
106	16.567708	16.694010	E4	33	80	0
107	17.018229	18.348958	C3	24	80	0
108	17.019531	18.279948	E4	29	80	0
109	17.571615	19.139323	C2	25	80	0
110	18.134115	19.059896	G3	35	80	0
111	18.795573	19.549479	E3	31	80	0
112	19.755208	21.399740	B3	25	80	0
113	19.765625	21.309896	Eb3	24	80	0
114	19.776042	22.009115	B1	22	80	0
115	19.777344	21.429688	B2	20	80	0
116	22.291667	23.658854	E6	60	80	0
117	22.296875	23.309896	E5	58	80	0
118	22.932292	23.309896	B3	35	80	0
119	22.955729	23.239583	E3	25	80	0
120	22.964844	23.579427	G2	25	80	0
121	23.644531	23.878906	Eb6	57	80	0
122	23.648438	23.869792	Eb5	53	80	0
123	23.877604	24.199219	E6	59	80	0
124	23.884115	24.139323	E5	53	80	0
125	24.449219	25.319010	F#4	41	80	0
126	24.464844	25.489583	A2	31	80	0
127	24.466146	25.098958	C4	33	80	0
128	24.467448	25.009115	E4	33	80	0
129	25.328125	25.639323	F#4	51	80	0
130	25.342448	25.759115	Bb2	35	80	0
131	25.354167	25.639323	E4	40	80	0
132	25.356771	25.609375	C#4	32	80	0
133	25.838542	26.709635	F#4	50	80	0
134	25.856771	27.179688	Eb4	44	80	0
135	25.861979	27.109375	A3	42	80	0
136	25.867188	26.779948	B2	38	80	0
137	26.462240	26.664062	G4	54	80	0
138	26.654948	26.959635	A4	50	80	0
