beat_index,boundary_probability
0,0.21739130434782608
1,0.08695652173913043
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.043478260869565216
13,0.13043478260869565
14,0.043478260869565216
15,0.043478260869565216
16,0.0
17,0.0
18,0.0
19,0.0
20,0.0
21,0.0
22,0.0
23,0.043478260869565216
24,0.43478260869565216
25,0.43478260869565216
26,0.043478260869565216
27,0.043478260869565216
28,0.0
29,0.0
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.043478260869565216
37,0.13043478260869565
38,0.0
39,0.043478260869565216
40,0.0
41,0.0
42,0.0
43,0.0
44,0.0
45,0.0
46,0.0
47,0.2608695652173913
48,0.6086956521739131
49,0.08695652173913043
50,0.043478260869565216
51,0.0
52,0.0
53,0.0
54,0.0
55,0.0
56,0.0
57,0.0
58,0.043478260869565216
59,0.0
60,0.0
61,0.2608695652173913
62,0.043478260869565216
63,0.0
64,0.0
65,0.043478260869565216
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.0
72,0.43478260869565216
73,0.4782608695652174
74,0.043478260869565216
75,0.043478260869565216
76,0.0
77,0.0
78,0.0
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.08695652173913043
86,0.0
87,0.043478260869565216
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.0
94,0.0
95,0.21739130434782608
96,0.7391304347826086
97,0.043478260869565216
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.0
104,0.0
105,0.0
106,0.0
107,0.043478260869565216
108,0.043478260869565216
109,0.30434782608695654
110,0.0
111,0.08695652173913043
112,0.0
113,0.0
114,0.0
115,0.13043478260869565
116,0.0
117,0.0
118,0.0
119,0.0
120,0.5217391304347826
121,0.17391304347826086
122,0.0
123,0.0
124,0.043478260869565216
125,0.0
126,0.0
127,0.0
128,0.0
129,0.0
130,0.043478260869565216
131,0.0
132,0.043478260869565216
133,0.08695652173913043
134,0.0
135,0.08695652173913043
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.0
144,0.17391304347826086
145,0.30434782608695654
146,0.5217391304347826
147,0.0
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.13043478260869565
157,0.043478260869565216
158,0.043478260869565216
159,0.0
160,0.0
161,0.0
162,0.0
163,0.0
164,0.0
165,0.0
166,0.0
167,0.0
168,0.30434782608695654
169,0.5652173913043478
170,0.043478260869565216
171,0.0
172,0.0
173,0.0
174,0.0
175,0.0
176,0.0
177,0.0
178,0.0
179,0.043478260869565216
180,0.0
181,0.13043478260869565
182,0.0
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.0
191,0.8260869565217391
