beat_index,boundary_probability
0,0.34
1,0.34
2,0.0
3,0.0
4,0.0
5,0.0
6,0.0
7,0.04
8,0.0
9,0.04
10,0.04
11,0.2
12,0.14
13,0.14
14,0.04
15,0.0
16,0.0
17,0.0
18,0.02
19,0.02
20,0.02
21,0.0
22,0.0
23,0.0
24,0.12
25,0.16
26,0.02
27,0.0
28,0.0
29,0.1
30,0.04
31,0.02
32,0.0
33,0.04
34,0.1
35,0.3
36,0.26
37,0.22
38,0.06
39,0.0
40,0.0
41,0.02
42,0.0
43,0.0
44,0.0
45,0.08
46,0.0
47,0.04
48,0.14
49,0.16
50,0.02
51,0.0
52,0.0
53,0.0
54,0.02
55,0.02
56,0.04
57,0.0
58,0.0
59,0.0
60,0.16
61,0.04
62,0.0
63,0.0
64,0.0
65,0.0
66,0.0
67,0.0
68,0.02
69,0.0
70,0.02
71,0.24
72,0.6
73,0.12
74,0.0
75,0.02
76,0.04
77,0.0
78,0.0
79,0.02
80,0.0
81,0.0
82,0.02
83,0.04
84,0.0
85,0.08
86,0.02
87,0.02
88,0.0
89,0.0
90,0.02
91,0.0
92,0.02
93,0.0
94,0.02
95,0.02
96,0.4
97,0.36
98,0.14
99,0.0
100,0.08
101,0.0
102,0.0
103,0.02
104,0.02
105,0.0
106,0.0
107,0.0
108,0.02
109,0.46
110,0.0
111,0.04
112,0.04
113,0.12
114,0.0
115,0.0
116,0.1
117,0.08
118,0.04
119,0.0
120,0.06
121,0.34
122,0.08
123,0.06
124,0.08
125,0.0
126,0.02
127,0.0
128,0.1
129,0.1
130,0.02
131,0.0
132,0.02
133,0.04
134,0.1
135,0.0
136,0.0
137,0.08
138,0.0
139,0.04
140,0.1
141,0.04
142,0.0
143,0.0
144,0.08
145,0.42
146,0.22
147,0.04
148,0.0
149,0.0
150,0.0
151,0.0
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.68
158,0.14
159,0.0
160,0.0
161,0.0
162,0.04
163,0.02
164,0.0
165,0.0
166,0.02
167,0.14
168,0.14
169,0.22
170,0.0
171,0.02
172,0.0
173,0.02
174,0.02
175,0.0
176,0.06
177,0.0
178,0.0
179,0.0
180,0.16
181,0.08
182,0.02
183,0.0
184,0.0
185,0.12
186,0.06
187,0.16
188,0.0
189,0.0
190,0.0
191,0.12
192,0.04
193,0.02
194,0.0
195,0.0
196,0.0
197,0.0
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.0
204,0.14
