beat_index,boundary_probability
0,0.1794871794871795
1,0.0
2,0.0
3,0.0
4,0.02564102564102564
5,0.0
6,0.05128205128205128
7,0.0
8,0.0
9,0.0
10,0.0
11,0.0
12,0.02564102564102564
13,0.1794871794871795
14,0.02564102564102564
15,0.0
16,0.0
17,0.0
18,0.0
19,0.0
20,0.02564102564102564
21,0.0
22,0.0
23,0.0
24,0.07692307692307693
25,0.6410256410256411
26,0.15384615384615385
27,0.0
28,0.0
29,0.0
30,0.07692307692307693
31,0.0
32,0.0
33,0.0
34,0.0
35,0.05128205128205128
36,0.05128205128205128
37,0.4358974358974359
38,0.0
39,0.0
40,0.10256410256410256
41,0.07692307692307693
42,0.0
43,0.0
44,0.0
45,0.02564102564102564
46,0.0
47,0.10256410256410256
48,0.48717948717948717
49,0.28205128205128205
50,0.10256410256410256
51,0.0
52,0.0
53,0.0
54,0.02564102564102564
55,0.05128205128205128
56,0.05128205128205128
57,0.0
58,0.0
59,0.0
60,0.10256410256410256
61,0.05128205128205128
62,0.10256410256410256
63,0.07692307692307693
64,0.0
65,0.02564102564102564
66,0.02564102564102564
67,0.0
68,0.02564102564102564
69,0.0
70,0.0
71,0.02564102564102564
72,0.07692307692307693
73,0.5641025641025641
74,0.07692307692307693
75,0.0
76,0.0
77,0.05128205128205128
78,0.0
79,0.02564102564102564
80,0.0
81,0.0
82,0.0
83,0.1282051282051282
84,0.10256410256410256
85,0.23076923076923078
86,0.07692307692307693
87,0.0
88,0.05128205128205128
89,0.07692307692307693
90,0.0
91,0.0
92,0.0
93,0.0
94,0.02564102564102564
95,0.02564102564102564
96,0.46153846153846156
97,0.3333333333333333
98,0.02564102564102564
99,0.0
100,0.0
101,0.0
102,0.02564102564102564
103,0.07692307692307693
104,0.02564102564102564
105,0.0
106,0.0
107,0.0
108,0.02564102564102564
109,0.15384615384615385
110,0.05128205128205128
111,0.05128205128205128
112,0.0
113,0.0
114,0.0
115,0.0
116,0.0
117,0.02564102564102564
118,0.0
119,0.0
120,0.46153846153846156
