beat_index,boundary_probability
0,0.2647058823529412
1,0.11764705882352941
2,0.0
3,0.0
4,0.0
5,0.029411764705882353
6,0.0
7,0.08823529411764706
8,0.0
9,0.0
10,0.0
11,0.0
12,0.0
13,0.058823529411764705
14,0.11764705882352941
15,0.029411764705882353
16,0.0
17,0.0
18,0.0
19,0.029411764705882353
20,0.0
21,0.0
22,0.0
23,0.029411764705882353
24,0.11764705882352941
25,0.7941176470588235
26,0.058823529411764705
27,0.0
28,0.0
29,0.058823529411764705
30,0.0
31,0.0
32,0.0
33,0.0
34,0.0
35,0.0
36,0.0
37,0.23529411764705882
38,0.0
39,0.0
40,0.0
41,0.0
42,0.0
43,0.0
44,0.058823529411764705
45,0.0
46,0.0
47,0.6470588235294118
48,0.08823529411764706
49,0.20588235294117646
50,0.0
51,0.0
52,0.0
53,0.08823529411764706
54,0.058823529411764705
55,0.029411764705882353
56,0.0
57,0.0
58,0.0
59,0.0
60,0.058823529411764705
61,0.029411764705882353
62,0.08823529411764706
63,0.058823529411764705
64,0.029411764705882353
65,0.0
66,0.0
67,0.0
68,0.0
69,0.0
70,0.0
71,0.029411764705882353
72,0.08823529411764706
73,0.8235294117647058
74,0.029411764705882353
75,0.0
76,0.0
77,0.058823529411764705
78,0.029411764705882353
79,0.0
80,0.0
81,0.0
82,0.0
83,0.0
84,0.0
85,0.14705882352941177
86,0.058823529411764705
87,0.0
88,0.0
89,0.0
90,0.0
91,0.0
92,0.0
93,0.08823529411764706
94,0.058823529411764705
95,0.8529411764705882
96,0.0
97,0.0
98,0.0
99,0.0
100,0.0
101,0.0
102,0.0
103,0.029411764705882353
104,0.029411764705882353
105,0.0
106,0.029411764705882353
107,0.0
108,0.029411764705882353
109,0.08823529411764706
110,0.0
111,0.0
112,0.0
113,0.0
114,0.029411764705882353
115,0.058823529411764705
116,0.0
117,0.0
118,0.0
119,0.029411764705882353
120,0.6470588235294118
121,0.14705882352941177
122,0.029411764705882353
123,0.0
124,0.058823529411764705
125,0.23529411764705882
126,0.0
127,0.0
128,0.0
129,0.0
130,0.058823529411764705
131,0.029411764705882353
132,0.0
133,0.058823529411764705
134,0.058823529411764705
135,0.029411764705882353
136,0.0
137,0.0
138,0.0
139,0.0
140,0.0
141,0.0
142,0.0
143,0.058823529411764705
144,0.17647058823529413
145,0.7352941176470589
146,0.0
147,0.029411764705882353
148,0.0
149,0.08823529411764706
150,0.0
151,0.058823529411764705
152,0.0
153,0.0
154,0.0
155,0.0
156,0.0
157,0.20588235294117646
158,0.058823529411764705
159,0.0
160,0.0
161,0.0
162,0.0
163,0.029411764705882353
164,0.058823529411764705
165,0.0
166,0.058823529411764705
167,0.7647058823529411
168,0.029411764705882353
169,0.029411764705882353
170,0.0
171,0.0
172,0.0
173,0.0
174,0.0
175,0.2647058823529412
176,0.0
177,0.029411764705882353
178,0.0
179,0.0
180,0.0
181,0.14705882352941177
182,0.029411764705882353
183,0.0
184,0.0
185,0.0
186,0.0
187,0.0
188,0.0
189,0.0
190,0.11764705882352941
191,0.058823529411764705
192,0.5882352941176471
193,0.14705882352941177
194,0.0
195,0.058823529411764705
196,0.0
197,0.23529411764705882
198,0.0
199,0.0
200,0.0
201,0.0
202,0.0
203,0.08823529411764706
204,0.058823529411764705
205,0.058823529411764705
206,0.058823529411764705
207,0.029411764705882353
208,0.0
209,0.0
210,0.029411764705882353
211,0.0
212,0.0
213,0.0
214,0.0
215,0.029411764705882353
216,0.3235294117647059
217,0.6176470588235294
218,0.029411764705882353
219,0.0
220,0.0
221,0.0
222,0.0
223,0.0
224,0.0
225,0.0
226,0.0
227,0.0
228,0.0
229,0.29411764705882354
230,0.058823529411764705
231,0.0
232,0.0
233,0.0
234,0.0
235,0.0
236,0.029411764705882353
237,0.11764705882352941
238,0.029411764705882353
239,0.7647058823529411
240,0.029411764705882353
241,0.0
242,0.0
243,0.0
244,0.0
245,0.0
246,0.0
247,0.029411764705882353
248,0.0
249,0.0
250,0.0
251,0.11764705882352941
252,0.5
253,0.0
254,0.0
255,0.0
256,0.0
257,0.0
258,0.029411764705882353
259,0.0
260,0.029411764705882353
261,0.0
262,0.029411764705882353
263,0.029411764705882353
264,0.6470588235294118
265,0.14705882352941177
266,0.08823529411764706
267,0.0
268,0.0
269,0.0
270,0.0
271,0.0
272,0.0
273,0.0
274,0.0
275,0.0
276,0.38235294117647056
277,0.0
278,0.058823529411764705
279,0.0
280,0.0
281,0.0
282,0.0
283,0.0
284,0.0
285,0.0
286,0.0
287,0.0
288,0.7352941176470589
289,0.2647058823529412
290,0.0
291,0.0
292,0.0
293,0.08823529411764706
294,0.029411764705882353
295,0.0
296,0.0
297,0.0
298,0.0
299,0.0
300,0.0
301,0.029411764705882353
302,0.11764705882352941
303,0.029411764705882353
304,0.0
305,0.0
306,0.0
307,0.029411764705882353
308,0.0
309,0.0
310,0.0
311,0.029411764705882353
312,0.029411764705882353
313,0.7941176470588235
314,0.058823529411764705
315,0.0
316,0.029411764705882353
317,0.0
318,0.0
319,0.029411764705882353
320,0.0
321,0.0
322,0.0
323,0.0
324,0.0
325,0.11764705882352941
326,0.0
327,0.0
328,0.0
329,0.0
330,0.0
331,0.0
332,0.0
333,0.0
334,0.058823529411764705
335,0.029411764705882353
336,0.29411764705882354
