//Version: ScorePerfmMatch_v170503
// Score: /Users/toddywang/Documents/VsCodeProjects/xmltoexp/ATEPP-1.2/ATEPP-1.2/Robert_Schumann/Toccata_in_C_Major,_Op._7/score_hmm.txt
// Perfm: /Users/toddywang/Documents/VsCodeProjects/xmltoexp/ATEPP-1.2/ATEPP-1.2/Robert_Schumann/Toccata_in_C_Major,_Op._7/10551_spr.txt
// fmt3x: /Users/toddywang/Documents/VsCodeProjects/xmltoexp/ATEPP-1.2/ATEPP-1.2/Robert_Schumann/Toccata_in_C_Major,_Op._7/score_fmt3x.txt
0	1.169271	1.389323	G3	95	80	0	0	0	P1-1-1	0	0
1	1.173177	1.309896	G2	92	80	0	0	0	P1-1-9	0	-
2	1.174479	1.231771	G1	84	80	0	0	0	P1-1-8	0	-
3	1.725260	2.158854	D4	92	80	0	0	4	P1-1-12	0	-
4	1.731771	2.309896	B5	97	80	0	0	4	P1-1-4	0	-
5	1.733073	2.239583	B4	97	80	0	0	4	P1-1-2	0	-
6	1.734375	2.299479	G5	82	80	0	0	4	*	3	-
7	1.734375	2.289062	F5	86	80	0	0	4	P1-1-3	0	-
8	1.734375	2.218750	D3	86	80	0	0	4	P1-1-10	0	-
9	1.735677	2.289062	G3	88	80	0	0	4	P1-1-11	0	-
10	2.373698	2.559896	C4	93	80	0	0	12	P1-1-14	0	-
11	2.375000	2.559896	C5	92	80	0	0	12	P1-1-5	0	-
12	2.375000	2.539062	G4	89	80	0	0	-1	*	3	-
13	2.375000	2.579427	C3	89	80	0	0	12	P1-1-13	0	-
14	2.375000	2.559896	G3	90	80	0	0	-1	*	3	-
15	2.381510	2.389323	C2	76	80	0	0	-1	*	3	-
16	2.381510	2.468750	G2	83	80	0	0	-1	*	3	-
17	2.723958	2.839844	A3	90	80	0	0	16	P1-2-12	0	-
18	2.726562	2.919271	F#4	87	80	0	0	16	P1-2-1	0	-
19	2.727865	2.859375	D3	84	80	0	0	16	P1-2-11	0	-
20	2.733073	2.795573	A2	83	80	0	0	16	P1-2-10	0	-
21	2.734375	2.845052	C5	82	80	0	0	16	P1-2-2	0	-
22	2.740885	2.869792	D4	78	80	0	0	-1	*	3	-
23	3.104167	3.579427	A4	99	80	0	0	20	P1-2-4	0	-
24	3.105469	3.569010	A5	96	80	0	0	20	P1-2-6	0	-
25	3.109375	3.569010	C5	85	80	0	0	20	P1-2-5	0	-
26	3.111979	3.519531	D3	84	80	0	0	20	P1-2-14	0	-
27	3.114583	3.559896	F#2	84	80	0	0	20	P1-2-13	0	-
28	3.570312	3.628906	F#2	47	80	0	0	-1	*	3	-
29	3.718750	3.919271	G5	93	80	0	0	28	P1-2-9	0	-
30	3.720052	3.989583	B4	89	80	0	0	28	P1-2-8	0	-
31	3.722656	3.979167	G4	97	80	0	0	28	P1-2-7	0	-
32	3.722656	3.920573	G3	96	80	0	0	28	P1-2-17	0	-
33	3.723958	3.949219	D3	91	80	0	0	-1	*	3	-
34	3.727865	3.949219	G2	84	80	0	0	28	P1-2-16	0	-
35	4.018229	4.229167	C4	89	80	0	0	32	P1-3-17	0	-
36	4.020833	4.187500	C5	90	80	0	0	32	P1-3-1	0	-
37	4.022135	4.109375	G3	97	80	0	0	-1	*	3	-
38	4.023438	4.173177	C3	97	80	0	0	32	P1-3-25	0	-
39	4.023438	4.145833	E4	88	80	0	0	32	P1-3-9	0	-
40	4.173177	4.338542	B4	83	80	0	0	34	P1-3-2	0	-
41	4.174479	4.329427	F4	80	80	0	0	34	P1-3-10	0	-
42	4.174479	4.326823	G3	75	80	0	0	34	P1-3-18	0	-
43	4.324219	4.500000	C5	85	80	0	0	36	P1-3-3	0	-
44	4.326823	4.799479	C3	88	80	0	0	36	P1-3-26	0	-
45	4.328125	4.463542	C4	87	80	0	0	36	P1-3-19	0	-
46	4.329427	4.449219	E4	79	80	0	0	36	P1-3-11	0	-
47	4.459635	4.602865	B4	86	80	0	0	38	P1-3-4	0	-
48	4.462240	4.526042	F4	83	80	0	0	38	P1-3-12	0	-
49	4.463542	4.598958	G3	79	80	0	0	38	P1-3-20	0	-
50	4.604167	4.738281	C5	85	80	0	0	40	P1-3-5	0	-
51	4.604167	4.726562	E4	81	80	0	0	40	P1-3-13	0	-
52	4.604167	4.735677	C4	79	80	0	0	40	P1-3-21	0	-
53	4.605469	4.688802	G3	74	80	0	0	-1	*	3	-
54	4.735677	4.824219	F4	82	80	0	0	42	P1-3-14	0	-
55	4.735677	4.885417	B4	81	80	0	0	42	P1-3-6	0	-
56	4.740885	4.851562	G3	74	80	0	0	42	P1-3-22	0	-
57	4.889323	5.052083	C5	88	80	0	0	44	P1-3-7	0	-
58	4.891927	5.029948	E4	82	80	0	0	44	P1-3-15	0	-
59	4.891927	5.069010	C4	79	80	0	0	44	P1-3-23	0	-
60	4.902344	5.113281	C3	79	80	0	0	44	P1-3-27	0	-
61	4.904948	4.989583	G3	73	80	0	0	-1	*	3	-
62	5.027344	5.149740	C#5	81	80	0	0	46	P1-3-8	0	-
63	5.033854	5.118490	G4	83	80	0	0	46	P1-3-16	0	-
64	5.037760	5.109375	E4	71	80	0	0	-1	*	3	-
65	5.045573	5.152344	G3	77	80	0	0	46	P1-3-24	0	-
66	5.173177	5.321615	D5	86	80	0	0	48	P1-4-1	0	-
67	5.175781	5.309896	F4	89	80	0	0	48	P1-4-9	0	-
68	5.178385	5.294271	D4	90	80	0	0	48	P1-4-17	0	-
69	5.182292	5.346354	C3	79	80	0	0	48	P1-4-25	0	-
70	5.303385	5.359375	C#5	79	80	0	0	50	P1-4-2	0	-
71	5.308594	5.438802	Ab4	81	80	0	0	50	P1-4-10	0	-
72	5.322917	5.359375	F4	65	80	0	0	-1	*	3	-
73	5.338542	5.433594	Ab3	59	80	0	0	50	P1-4-18	0	-
74	5.460938	5.669271	D5	85	80	0	0	52	P1-4-3	0	-
75	5.464844	5.611979	D4	92	80	0	0	52	P1-4-19	0	-
76	5.467448	5.598958	F4	81	80	0	0	52	P1-4-11	0	-
77	5.473958	5.625000	C3	81	80	0	0	52	P1-4-26	0	-
78	5.606771	5.750000	Ab4	84	80	0	0	54	P1-4-12	0	-
79	5.609375	5.729167	Ab3	82	80	0	0	54	P1-4-20	0	-
